problem_index,family,corruption_type,is_correct,verdict,caught,difference_multiple_of_M
246,factorial,random_offset,0,RULED_OUT_WRONG,1,0
246,factorial,digit_transpose,0,RULED_OUT_WRONG,1,0
246,factorial,off_by_power10,0,RULED_OUT_WRONG,1,0
246,factorial,sign_flip,0,RULED_OUT_WRONG,1,0
246,factorial,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
246,factorial,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
247,fibonacci,correct,1,NOT_RULED_OUT,,1
247,fibonacci,random_offset,0,RULED_OUT_WRONG,1,0
247,fibonacci,digit_transpose,0,RULED_OUT_WRONG,1,0
247,fibonacci,off_by_power10,0,RULED_OUT_WRONG,1,0
247,fibonacci,sign_flip,0,RULED_OUT_WRONG,1,0
247,fibonacci,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
247,fibonacci,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
248,bigsum,correct,1,NOT_RULED_OUT,,1
248,bigsum,random_offset,0,RULED_OUT_WRONG,1,0
248,bigsum,digit_transpose,0,RULED_OUT_WRONG,1,0
248,bigsum,off_by_power10,0,RULED_OUT_WRONG,1,0
248,bigsum,sign_flip,0,RULED_OUT_WRONG,1,0
248,bigsum,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
248,bigsum,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
249,bigprod,correct,1,NOT_RULED_OUT,,1
249,bigprod,random_offset,0,RULED_OUT_WRONG,1,0
249,bigprod,digit_transpose,0,RULED_OUT_WRONG,1,0
249,bigprod,off_by_power10,0,RULED_OUT_WRONG,1,0
249,bigprod,sign_flip,0,RULED_OUT_WRONG,1,0
249,bigprod,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
249,bigprod,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
